Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,MC.PA,LVMH,EUROSTOXX,Consumer Cyclical,Luxury Goods,France,EUR,411.2,1.0,script-v2.0,1.0,2026-09-17T12:49:00.822805+02:00,85.8,86.1,100,74,0,4,85,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.16% con caída del 37.2% | analyst_upgrade (media): Target 551.93 vs precio 411.20 (+34%), recMean 1.88, recKey buy",fuerte,seguimiento,405.25,411.2,405.25 - 411.20,503.47,556.5,503.47 - 556.50,Pérdida del soporte en 405.25 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"LVMH está un 37.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.6%, deuda neta/EBITDA 1.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","LVMH está un 37.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.6%, deuda neta/EBITDA 1.2x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,3.16,11,20,False,59.2,0.53,522666.0,24936998912.0,1.24,1.1,,66.4,,,16.6,202707.0,18.7,2.98,11.43,37.2,43.9,-18.3,34.3,False,True,-21.0917,False,13.9,10.2,False,498.42,-17.5,True,False,73,12,0.88,405.25,False
2,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,60.24,1.0,script-v2.0,1.0,2026-09-17T12:49:03.298397+02:00,83.4,85.9,80,91,0,7,76,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.80% con caída del 33.5% | analyst_upgrade (media): Target 81.76 vs precio 60.24 (+36%), recMean 2.50, recKey buy",fuerte,seguimiento,60.01,60.24,60.01 - 60.24,66.7,76.96,66.70 - 76.96,Pérdida del soporte en 60.01 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"PERNOD RICARD está un 33.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.","PERNOD RICARD está un 33.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 7.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟡 MACD convergiendo. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,7.8,11,20,False,84.0,0.77,690663.0,10684999680.0,3.91,0.7,,58.4,,,7.6,15169.0,10.8,0.98,9.86,33.5,52.1,-9.7,36.0,False,True,-1.5606,False,20.7,19.8,False,66.4,-9.3,True,False,59,17,0.64,60.01,False
3,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,106.45,1.0,script-v2.0,1.0,2026-09-17T12:48:55.102171+02:00,80.2,84.3,95,75,0,4,68,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.19% con caída del 30.4% | analyst_upgrade (media): Target 140.51 vs precio 106.45 (+32%), recMean 1.76, recKey buy",razonable,seguimiento,102.74,104.96,102.74 - 104.96,108.0,130.09,108.00 - 130.09,Pérdida del soporte en 104.96 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 30.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.2%, deuda neta/EBITDA 2.6x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.","CAPGEMINI está un 30.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 12.2%, deuda neta/EBITDA 2.6x. Técnicamente 🟡 MACD convergiendo, 🟢 Cerca de soporte. Clasificación: seguimiento.",🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected | 🟡 trendline_break,3.19,11,20,False,43.2,0.88,642116.0,7907000320.0,2.56,7.7,,26.8,,,12.2,17671.0,13.5,1.54,8.34,30.4,43.8,-1.4,51.2,False,True,-0.2832,False,55.0,59.3,False,106.67,-0.2,True,True,45,23,0.8,104.96,True
4,DG.PA,VINCI,EUROSTOXX,Industrials,Engineering & Construction,France,EUR,112.35,1.0,script-v2.0,1.0,2026-09-17T12:48:56.791926+02:00,79.6,77.8,89,68,0,7,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 8.65 vs 8.43 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 4.49% con caída del 21.6% | analyst_upgrade (media): Target 143.38 vs precio 112.35 (+28%), recMean 1.90, recKey buy",fuerte,seguimiento,110.6,112.3,110.60 - 112.30,121.68,122.97,121.68 - 122.97,Pérdida del soporte en 110.60 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"VINCI está un 21.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.3%, deuda neta/EBITDA 2.0x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","VINCI está un 21.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 16.3%, deuda neta/EBITDA 2.0x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,4.49,11,20,False,55.5,1.21,868638.0,25782998016.0,2.02,9.7,,17.0,,,16.3,62120.0,12.5,2.04,7.16,21.6,19.2,-8.7,39.7,True,False,-2.7061,False,41.2,24.9,False,123.11,-8.8,True,False,68,17,0.75,110.6,False
5,FMG.AX,FORTESCUE FPO [FMG],ASX,Basic Materials,Other Industrial Metals & Mining,Australia,AUD,16.75,1.0,script-v2.0,1.0,2026-09-17T12:50:53.983433+02:00,79.3,82.1,96,70,0,1,71,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 6.45% con caída del 28.4%,fuerte,seguimiento,15.91,16.75,15.91 - 16.75,19.5,19.87,19.50 - 19.87,Pérdida del soporte en 15.91 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"FORTESCUE FPO [FMG] está un 28.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.2%, deuda neta/EBITDA 0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","FORTESCUE FPO [FMG] está un 28.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.2%, deuda neta/EBITDA 0.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 base_pattern_detected,6.45,11,16,False,89.5,0.29,6447448.0,856999936.0,0.1,9.0,,40.1,,,14.2,51573.0,12.8,1.81,6.33,28.4,25.7,-14.1,43.9,False,True,-0.734,False,34.6,19.4,False,19.36,-13.5,True,False,59,12,0.96,,False
6,0016.HK,SHK PPT,ASIA,Real Estate,Real Estate - Development,Hong Kong,HKD,108.2,1.0,script-v2.0,1.0,2026-09-17T12:51:24.558281+02:00,79.3,77.5,86,70,0,7,85,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 7.39 vs 6.65 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.61% con caída del 27.3% | analyst_upgrade (media): Target 138.49 vs precio 108.20 (+28%), recMean 1.86, recKey buy",fuerte,seguimiento,106.2,108.2,106.20 - 108.20,121.16,126.48,121.16 - 126.48,Pérdida del soporte en 106.20 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SHK PPT está un 27.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 3.5%, deuda neta/EBITDA 2.5x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","SHK PPT está un 27.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 3.5%, deuda neta/EBITDA 2.5x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟢 base_pattern_detected,3.61,11,20,False,51.1,0.15,5526139.0,66766997504.0,2.47,,,34.1,,,3.5,313540.0,14.6,0.49,14.43,27.3,26.8,-10.7,34.5,False,True,-1.9526,False,15.3,16.6,False,123.09,-12.1,True,False,73,12,0.99,106.2,False
7,LOW,"Lowe's Companies, Inc.",SP500,Consumer Cyclical,Home Improvement Retail,United States,USD,194.1,1.0,script-v2.0,1.0,2026-09-17T12:50:01.375290+02:00,79.0,83.1,74,91,0,15,67,entrada_escalada,entrada_escalada,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"margin_stabilization (media): Margen gross 33.0% vs 32.7% (+0.4 pp) | eps_stabilization (media): EPS 4.27 vs 2.90 (Diluted EPS) | debt_reduction (alta): Deuda 42031.0M vs 42540.0M | dividend_maintained (baja): Dividendo actual 2.58% con caída del 33.8% | analyst_upgrade (media): Target 252.30 vs precio 194.10 (+30%), recMean 1.80, recKey buy",razonable,entrada_escalada,184.39,194.1,184.39 - 194.10,233.06,249.1,233.06 - 249.10,Pérdida del soporte en 184.39 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Lowe's Companies, Inc. está un 33.8% por debajo de su máximo 52s. Fundamentalmente sólida con deuda neta/EBITDA 3.0x, dividendo 2.6%. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.","Lowe's Companies, Inc. está un 33.8% por debajo de su máximo 52s. Fundamentalmente sólida con deuda neta/EBITDA 3.0x, dividendo 2.6%. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.",🔵 RSI en sobreventa | 🟡 MACD convergiendo | 🟢 base_pattern_detected,2.58,11,20,False,41.0,,3061600.0,38859001600.0,3.05,-1.2,gross,33.0,33.1,-0.1,,108901.0,16.4,-14.64,11.61,33.8,33.0,-16.7,32.4,False,True,-9.1095,False,4.8,7.0,False,232.12,-16.4,True,False,55,12,0.97,,False
8,SGO.PA,SAINT GOBAIN,EUROSTOXX,Industrials,Building Products & Equipment,France,EUR,69.6,1.0,script-v2.0,1.0,2026-09-17T12:49:05.639060+02:00,78.6,86.5,95,79,0,12,55,entrada_escalada,entrada_escalada,,True,pass,pendiente,0,desconocido,Pendiente de implementar,confirmada,"eps_stabilization (media): EPS 5.78 vs 5.64 (annual_eps_fallback) | debt_reduction (alta): Deuda 17270.0M vs 17729.0M | dividend_maintained (baja): Dividendo actual 3.30% con caída del 27.4% | analyst_upgrade (media): Target 97.72 vs precio 69.60 (+40%), recMean 1.94, recKey buy",razonable,entrada_escalada,66.12,69.6,66.12 - 69.60,77.88,81.48,77.88 - 81.48,Pérdida del soporte en 66.12 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SAINT GOBAIN está un 27.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.0%, deuda neta/EBITDA 1.8x. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.","SAINT GOBAIN está un 27.4% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.0%, deuda neta/EBITDA 1.8x. Técnicamente 🔵 RSI en sobreventa, 🟡 MACD convergiendo. Clasificación: entrada_escalada.",🔵 RSI en sobreventa | 🟡 MACD convergiendo,3.3,10,6,False,42.7,0.66,1003500.0,11518999552.0,1.75,-2.6,,27.2,,,11.0,34016.0,12.9,1.34,7.03,27.4,31.5,-10.6,26.1,False,True,-0.924,False,10.8,9.9,False,77.75,-10.5,False,False,55,0,0.8,,False
9,HEI.DE,Heidelberg Materials AG       I,EUROSTOXX,Basic Materials,Building Materials,Germany,EUR,148.15,1.0,script-v2.0,1.0,2026-09-17T12:48:49.990176+02:00,77.9,80.3,92,70,0,4,71,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 2.43% con caída del 38.7% | analyst_upgrade (media): Target 211.70 vs precio 148.15 (+43%), recMean 2.00, recKey buy",fuerte,seguimiento,146.9,148.15,146.90 - 148.15,185.45,205.53,185.45 - 205.53,Pérdida del soporte en 146.90 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"Heidelberg Materials AG       I está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.7%, deuda neta/EBITDA 1.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","Heidelberg Materials AG       I está un 38.7% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.7%, deuda neta/EBITDA 1.9x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cerca de soporte | 🟢 base_pattern_detected,2.43,11,20,False,31.3,0.5,395638.0,7790899968.0,1.91,46.9,,64.3,,,11.7,26045.0,12.9,1.4,8.65,38.7,37.5,-20.1,31.9,False,False,-8.2204,False,4.9,8.2,False,183.9,-19.4,True,False,59,12,0.9,146.9,False
10,GSK.L,GSK PLC ORD 31 1/4P,EUROSTOXX,Healthcare,Drug Manufacturers - General,United Kingdom,GBp,1872.5,1.0,script-v2.0,1.0,2026-09-17T12:49:36.659009+02:00,77.2,71.3,91,54,0,6,95,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 18293.0M vs 19056.0M | dividend_maintained (baja): Dividendo actual 0.04% con caída del 17.9%,fuerte,seguimiento,1850.68,1872.5,1850.68 - 1872.50,1939.7,1950.41,1939.70 - 1950.41,Pérdida del soporte en 1850.68 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"GSK PLC ORD 31 1/4P está un 17.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 33.4%, deuda neta/EBITDA 1.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","GSK PLC ORD 31 1/4P está un 17.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 33.4%, deuda neta/EBITDA 1.4x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,0.04,11,20,False,56.9,1.06,7147875.0,15187000320.0,1.4,-4.0,gross,73.5,72.8,0.7,33.4,75005.0,15.9,4.25,8.27,17.9,17.9,-4.0,52.0,True,False,-21.2098,True,72.7,65.5,False,1954.36,-4.2,True,False,68,27,1.04,1850.68,False
