Rank,Ticker,Nombre,Mercado,Sector,Industria,País,Moneda,Precio,Rules_Version,Model_Version,Config_Version,Evaluation_Timestamp,Score_Total,Score_Cuantitativo,Score_Fundamental,Score_Valoracion,Score_Causal,Score_Recuperacion,Score_Tecnico,Clasificacion,Clasificacion_Base,hard_rules_applied,Capa1_Pasa,Capa1_Status,Capa2_Causal_Classification,Capa2_Causal_Confidence,Capa2_Problem_Type,Capa2_Justification,Capa3_Recovery_Status,Capa3_Recovery_Signals,Capa4_Status,Capa5_Final_Classification,Capa5_Entry_Zone_Min,Capa5_Entry_Zone_Max,Capa5_Entry_Zone,Capa5_Exit_Zone_Min,Capa5_Exit_Zone_Max,Capa5_Exit_Zone,Capa5_Invalidation_Conditions,Capa5_Estimated_Horizon_Months,Capa5_Short_Explanation,Capa5_Summary_Explanation,Señales,Div_Yield_Actual_%,Historial_Div_Años_10,Consec_Antes_Corte,Recorte_Reciente,Payout_%,D/E,Vol_Medio_Diario,Net_Debt,Net_Debt_EBITDA,Variacion_Deuda_Trimestral_%,Tipo_Margen,Margen_Actual_%,Margen_Medio_4T_%,Variacion_Margen_pp,ROE_%,Cap_Millones,PER,P/B,EV_EBITDA,Caida_52s_%,Caida_Max_Multianual_%,Dist_SMA200_%,RSI_14,MACD_Cruce,MACD_Convergiendo,MACD_Semanal,MACD_Semanal_Giro,Estocastico_K,Estocastico_D,Estocastico_Giro,MA40_Semanal,Dist_MA40_Semanal_%,Base_Pattern_Detected,Trendline_Break,Technical_Base_Score,Technical_Bonus_Points,Vol_Ratio,Soporte,SMA50_Girando
1,RI.PA,PERNOD RICARD,EUROSTOXX,Consumer Defensive,Beverages - Wineries & Distilleries,France,EUR,63.92,1.0,script-v2.0,1.0,2026-05-08T09:22:34.400495+02:00,88.5,88.3,83,93,0,7,89,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.45 vs 5.83 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 7.35% con caída del 40.5% | analyst_upgrade (media): Target 87.03 vs precio 63.92 (+36%), recMean 2.32, recKey buy",fuerte,seguimiento,62.22,63.92,62.22 - 63.92,78.93,91.33,78.93 - 91.33,Pérdida del soporte en 62.22 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"PERNOD RICARD está un 40.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","PERNOD RICARD está un 40.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 8.6%, deuda neta/EBITDA 3.9x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 base_pattern_detected,7.35,10,0,False,84.0,0.82,862027.0,11203999744.0,3.89,8.0,,58.4,,,8.6,16096.0,11.4,1.04,9.85,40.5,53.3,-19.0,43.6,True,False,-4.8576,False,34.5,45.1,False,78.22,-18.3,True,False,77,12,0.75,62.22,False
2,CAP.PA,CAPGEMINI,EUROSTOXX,Technology,Information Technology Services,France,EUR,103.9,1.0,script-v2.0,1.0,2026-05-08T09:22:25.384340+02:00,87.3,86.5,87,86,0,4,90,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 3.27% con caída del 33.6% | analyst_upgrade (media): Target 149.93 vs precio 103.90 (+44%), recMean 1.72, recKey buy",fuerte,seguimiento,99.34,103.61,99.34 - 103.61,122.36,133.07,122.36 - 133.07,Pérdida del soporte en 99.34 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CAPGEMINI está un 33.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.","CAPGEMINI está un 33.6% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.7%, deuda neta/EBITDA 2.3x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Cruce alcista MACD. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,3.27,10,0,False,37.2,0.81,772716.0,6643999744.0,2.29,55.8,,27.0,,,13.7,17366.0,11.4,1.51,8.45,33.6,49.7,-15.1,49.7,True,False,-8.2374,True,46.9,48.6,False,122.06,-14.9,True,False,68,22,1.06,99.34,False
3,4568.T,DAIICHI SANKYO COMPANY LIMITED,ASIA,Healthcare,Drug Manufacturers - General,Japan,JPY,2596.0,1.0,script-v2.0,1.0,2026-05-08T09:24:59.527019+02:00,86.8,93.1,99,88,0,7,68,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 155.87 vs 104.62 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.00% con caída del 37.9% | analyst_upgrade (media): Target 4577.50 vs precio 2596.00 (+76%), recMean 1.38, recKey strong_buy",razonable,seguimiento,2463.0,2596.0,2463.00 - 2596.00,3289.97,3551.3,3289.97 - 3551.30,Pérdida del soporte en 2463.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"DAIICHI SANKYO COMPANY LIMITED está un 37.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","DAIICHI SANKYO COMPANY LIMITED está un 37.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 18.3%, deuda neta/EBITDA -0.6x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 base_pattern_detected,3.0,11,20,False,46.1,0.18,8687373.0,-240896999424.0,-0.61,196.6,,77.5,,,18.3,4723820.0,17.4,2.81,11.67,37.9,56.8,-21.1,39.6,False,True,-202.1081,False,26.7,27.3,False,3246.42,-20.0,True,False,56,12,1.17,2463.0,False
4,9022.T,CENTRAL JAPAN RAILWAY CO,ASIA,Industrials,Railroads,Japan,JPY,3579.0,1.0,script-v2.0,1.0,2026-05-08T09:25:06.710098+02:00,85.0,89.0,81,96,0,7,73,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 465.88 vs 390.66 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 0.89% con caída del 25.9% | analyst_upgrade (media): Target 4605.83 vs precio 3579.00 (+29%), recMean 2.42, recKey buy",fuerte,seguimiento,3400.05,3579.0,3400.05 - 3579.00,4105.5,4131.31,4105.50 - 4131.31,Pérdida del soporte en 3400.05 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"CENTRAL JAPAN RAILWAY CO está un 25.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CENTRAL JAPAN RAILWAY CO está un 25.9% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 11.5%, deuda neta/EBITDA 4.3x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 base_pattern_detected,0.89,11,20,False,5.6,0.94,2765033.0,4437330165760.0,4.28,9.9,,52.2,,,11.5,3418859.0,6.3,0.67,7.74,25.9,25.6,-13.4,28.3,False,False,-57.5035,False,3.1,7.5,False,4183.15,-14.4,True,False,61,12,1.47,,False
5,GIS,"General Mills, Inc.",SP500,Consumer Defensive,Packaged Foods,United States,USD,35.71,1.0,script-v2.0,1.0,2026-05-08T09:24:21.227509+02:00,84.0,85.1,84,86,0,6,81,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,debt_reduction (alta): Deuda 0.0M vs 13734.8M | dividend_maintained (baja): Dividendo actual 6.80% con caída del 35.5%,fuerte,seguimiento,34.34,35.71,34.34 - 35.71,44.01,47.05,44.01 - 47.05,Pérdida del soporte en 34.34 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"General Mills, Inc. está un 35.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.","General Mills, Inc. está un 35.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 23.6%, deuda neta/EBITDA -0.1x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 Volumen creciente. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 Volumen creciente | 🟢 Cerca de soporte | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,6.8,11,20,False,,2.18,8992967.0,-399000000.0,-0.12,-100.0,gross,33.1,33.0,0.2,23.6,19058.0,8.7,3.45,6.6,35.5,48.8,-18.9,49.9,False,False,-3.2015,True,90.3,65.7,False,43.88,-18.6,True,False,59,22,1.31,34.34,False
6,IP,International Paper Company,SP500,Consumer Cyclical,Packaging & Containers,United States,USD,33.08,1.0,script-v2.0,1.0,2026-05-08T09:24:25.659304+02:00,84.0,80.7,69,91,0,9,94,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,eps_stabilization (media): EPS 0.11 vs -4.52 (Diluted EPS) | debt_reduction (alta): Deuda 9759.0M vs 10317.0M | dividend_maintained (baja): Dividendo actual 5.59% con caída del 41.1%,fuerte,seguimiento,32.13,33.08,32.13 - 33.08,41.52,47.71,41.52 - 47.71,Pérdida del soporte en 32.13 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"International Paper Company está un 41.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","International Paper Company está un 41.1% por debajo de su máximo 52s. Fundamentalmente sólida con ROE -16.0%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI recuperándose de sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI recuperándose de sobreventa | 🟢 Divergencia alcista RSI | 🟢 Cruce alcista MACD | 🟢 Cerca de soporte | 🟢 base_pattern_detected,5.59,11,20,False,158.1,0.66,7082051.0,8522999552.0,2.13,-5.4,gross,29.7,29.8,-0.1,-16.0,17516.0,12.4,1.18,6.5,41.1,42.4,-20.3,44.6,True,False,-2.6136,False,44.7,40.0,False,41.05,-19.4,True,False,82,12,1.01,32.13,False
7,6758.T,SONY GROUP CORPORATION,ASIA,Technology,Consumer Electronics,Japan,JPY,3114.0,1.0,script-v2.0,1.0,2026-05-08T09:24:59.693767+02:00,83.8,86.7,92,82,0,4,75,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,"dividend_maintained (baja): Dividendo actual 0.80% con caída del 34.8% | analyst_upgrade (media): Target 4764.78 vs precio 3114.00 (+53%), recMean 1.43, recKey strong_buy",fuerte,seguimiento,2958.3,3114.0,2958.30 - 3114.00,3847.88,4059.6,3847.88 - 4059.60,Pérdida del soporte en 2958.30 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,12-18,"SONY GROUP CORPORATION está un 34.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.","SONY GROUP CORPORATION está un 34.8% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 14.9%, deuda neta/EBITDA -0.2x. Técnicamente 🟢 Divergencia alcista RSI, 🟡 MACD convergiendo. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Volumen creciente | 🟢 base_pattern_detected,0.8,11,20,False,10.9,0.19,19808326.0,-429644054528.0,-0.21,3.3,gross,29.5,31.0,-1.6,14.9,18396477.0,15.1,2.28,9.14,34.8,34.5,-19.1,36.2,False,True,-208.7365,False,17.5,16.0,False,3873.09,-19.6,True,False,63,12,1.99,,False
8,7751.T,CANON INC,ASIA,Technology,Computer Hardware,Japan,JPY,4063.0,1.0,script-v2.0,1.0,2026-05-08T09:25:01.908703+02:00,82.4,78.5,86,72,0,1,94,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 3.94% con caída del 19.3%,fuerte,seguimiento,4005.0,4063.0,4005.00 - 4063.00,4278.05,4424.19,4278.05 - 4424.19,Pérdida del soporte en 4005.00 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,6-12,"CANON INC está un 19.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.4%, deuda neta/EBITDA 0.8x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CANON INC está un 19.3% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 9.4%, deuda neta/EBITDA 0.8x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟡 MACD convergiendo | 🟢 Cerca de soporte | 🟡 Apoyo en MA40 semanal | 🟢 base_pattern_detected,3.94,10,0,False,43.6,0.34,4140377.0,582022987776.0,0.85,10.3,,46.5,,,9.4,3529071.0,11.1,1.03,6.33,19.3,19.5,-8.2,34.8,False,True,-91.8131,False,13.9,9.6,False,4450.53,-8.7,True,False,77,17,1.09,4005.0,False
9,CPB,The Campbell's Company,SP500,Consumer Defensive,Packaged Foods,United States,USD,21.25,1.0,script-v2.0,1.0,2026-05-08T09:24:21.443578+02:00,81.5,88.3,84,92,0,1,61,seguimiento,seguimiento,Sin señales de recuperación,True,pass,pendiente,0,desconocido,Pendiente de implementar,ausente,dividend_maintained (baja): Dividendo actual 7.34% con caída del 41.2%,razonable,seguimiento,20.17,21.25,20.17 - 21.25,27.37,30.74,27.37 - 30.74,Pérdida del soporte en 20.17 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"The Campbell's Company está un 41.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.","The Campbell's Company está un 41.2% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 13.9%, deuda neta/EBITDA 3.9x. Técnicamente 🟢 Divergencia alcista RSI, 🟢 MACD semanal girando al alza. Clasificación: seguimiento.",🟢 Divergencia alcista RSI | 🟢 MACD semanal girando al alza | 🟢 base_pattern_detected,7.34,11,20,False,84.8,1.85,8641503.0,6852000192.0,3.92,6.3,gross,29.6,29.3,0.3,13.9,6336.0,11.5,1.58,7.55,41.2,56.2,-22.4,52.3,False,False,-2.3425,True,84.7,70.7,False,27.24,-22.0,True,False,39,22,0.8,20.17,False
10,CSL.AX,CSL FPO [CSL],ASX,Healthcare,Biotechnology,Australia,AUD,119.88,1.0,script-v2.0,1.0,2026-05-08T09:24:32.831484+02:00,81.0,85.6,84,87,0,7,67,seguimiento,seguimiento,,True,pass,pendiente,0,desconocido,Pendiente de implementar,parcial,"eps_stabilization (media): EPS 6.17 vs 5.45 (annual_eps_fallback) | dividend_maintained (baja): Dividendo actual 3.55% con caída del 56.5% | analyst_upgrade (media): Target 194.18 vs precio 119.88 (+62%), recMean 1.81, recKey buy",razonable,seguimiento,113.89,119.88,113.89 - 119.88,179.49,234.42,179.49 - 234.42,Pérdida del soporte en 113.89 | ROE negativo durante 2 trimestres consecutivos | Ampliación de capital dilutiva | Recorte de rating a bono basura,18-24,"CSL FPO [CSL] está un 56.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.","CSL FPO [CSL] está un 56.5% por debajo de su máximo 52s. Fundamentalmente sólida con ROE 6.7%, deuda neta/EBITDA 2.1x. Técnicamente 🔵 RSI en sobreventa, 🟢 Divergencia alcista RSI. Clasificación: seguimiento.",🔵 RSI en sobreventa | 🟢 Divergencia alcista RSI | 🟢 base_pattern_detected,3.55,11,20,False,45.5,0.54,1464906.0,9992999936.0,2.06,,gross,51.9,52.1,-0.2,6.7,57412.0,14.0,2.24,14.59,56.5,60.2,-33.2,22.7,False,False,-17.8997,False,1.5,4.9,False,175.54,-31.7,True,False,55,12,1.15,,False
